Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
QTJ96233,Rotavirus A,GenBank,,MW254157,"Du,H., Xiong,P., Ji,F., Lin,X., Wang,S., Zhang,L., Liu,Y., Song,Y., Tao,Z., Xu,A.",2021-04-07,,Rotavirus A,326,VP7,China,,Homo sapiens,,2019
QTJ96234,Rotavirus A,GenBank,,MW254158,"Du,H., Xiong,P., Ji,F., Lin,X., Wang,S., Zhang,L., Liu,Y., Song,Y., Tao,Z., Xu,A.",2021-04-07,,Rotavirus A,326,VP7,China,,Homo sapiens,,2019
QTJ96235,Rotavirus A,GenBank,,MW254159,"Du,H., Xiong,P., Ji,F., Lin,X., Wang,S., Zhang,L., Liu,Y., Song,Y., Tao,Z., Xu,A.",2021-04-07,,Rotavirus A,326,VP7,China,,Homo sapiens,,2019
QTJ96236,Rotavirus A,GenBank,,MW254160,"Du,H., Xiong,P., Ji,F., Lin,X., Wang,S., Zhang,L., Liu,Y., Song,Y., Tao,Z., Xu,A.",2021-04-07,,Rotavirus A,326,VP7,China,,Homo sapiens,,2019
QTJ96237,Rotavirus A,GenBank,,MW254161,"Du,H., Xiong,P., Ji,F., Lin,X., Wang,S., Zhang,L., Liu,Y., Song,Y., Tao,Z., Xu,A.",2021-04-07,,Rotavirus A,326,VP7,China,,Homo sapiens,,2019
QTJ96238,Rotavirus A,GenBank,,MW254162,"Du,H., Xiong,P., Ji,F., Lin,X., Wang,S., Zhang,L., Liu,Y., Song,Y., Tao,Z., Xu,A.",2021-04-07,,Rotavirus A,326,VP7,China,,Homo sapiens,,2019
QST04881,Rotavirus A,GenBank,,MW558500,"Petrusha,O., Faizuloev,E., Mintaev,R.",2021-03-14,RVA/Hu/RUS/Moscow-40/2020,Rotavirus A,326,VP7 protein,Russia,,Homo sapiens,,2019
QSB36979,Equine rotavirus A,GenBank,,MT211949,"Dong,J., Liu,G., Suo,J., Zhu,W.",2021-03-01,,Rotavirus A,326,VP7,China,,Equus asinus,,2019
QRV61270,Rotavirus A,GenBank,,MT198708,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61271,Rotavirus A,GenBank,,MT198709,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61272,Rotavirus A,GenBank,,MT198710,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61273,Rotavirus A,GenBank,,MT198711,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61274,Rotavirus A,GenBank,,MT198712,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61275,Rotavirus A,GenBank,,MT198713,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61276,Rotavirus A,GenBank,,MT198714,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61278,Rotavirus A,GenBank,,MT198716,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRV61279,Rotavirus A,GenBank,,MT198717,"Zhou,Q.",2021-02-23,,Rotavirus A,326,VP7,China,,Sus scrofa,feces,2019
QRL06923,Human rotavirus,GenBank,,MW058352,"Pasittungkul,S., Poovorawan,Y.",2021-02-15,THA/B6298/2018_G3P[4],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-10-16
QRL06925,Human rotavirus,GenBank,,MW058354,"Pasittungkul,S., Poovorawan,Y.",2021-02-15,THA/B6535/2018_G3[x],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-12-20
QRL06926,Human rotavirus,GenBank,,MW058355,"Pasittungkul,S., Poovorawan,Y.",2021-02-15,THA/B6574/2018_G1P[x],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-12-24
BBN51533,Bovine rotavirus A,GenBank,,LC499697,"Suzuki,T.",2021-01-27,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BBN51534,Bovine rotavirus A,GenBank,,LC499698,"Suzuki,T.",2021-01-27,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-02
BBN51535,Bovine rotavirus A,GenBank,,LC499699,"Suzuki,T.",2021-01-27,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BBN51536,Bovine rotavirus A,GenBank,,LC499700,"Suzuki,T.",2021-01-27,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BBN51537,Bovine rotavirus A,GenBank,,LC499701,"Suzuki,T.",2021-01-27,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BBN51538,Bovine rotavirus A,GenBank,,LC499702,"Suzuki,T.",2021-01-27,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-02
BBN51539,Bovine rotavirus A,GenBank,,LC499703,"Suzuki,T.",2021-01-27,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-02
QQP16991,Human rotavirus A,GenBank,,MT107163,"Kang,G.-G., Li,H., Lu,Y., Li,W.-W., Zhang,Y.-T., Yang,Q.-w., Wang,H.-K., Li,Y., Li,W.",2021-01-19,RVA/Human-wt/CHN/JZ1810/2018/G9,Rotavirus A,326,VP7,China,,Homo sapiens,feces,2018-10
QQP16992,Human rotavirus A,GenBank,,MT107164,"Kang,G.-G., Li,H., Lu,Y., Li,W.-W., Zhang,Y.-T., Yang,Q.-w., Wang,H.-K., Li,Y., Li,W.",2021-01-19,RVA/Human-wt/CHN/JZ1901/2019/G9P[8],Rotavirus A,326,VP7,China,,Homo sapiens,feces,2019-01
QQP16993,Human rotavirus A,GenBank,,MT107165,"Kang,G.-G., Li,H., Lu,Y., Li,W.-W., Zhang,Y.-T., Yang,Q.-w., Wang,H.-K., Li,Y., Li,W.",2021-01-19,RVA/Human-wt/CHN/JZ1911/2019/G9P[8],Rotavirus A,326,VP7,China,,Homo sapiens,feces,2019-11
BCO38459,Rotavirus A,GenBank,,LC581271,"Yamani,L.N., Utsumi,T., Doan,Y.H., Fujii,Y., Dinana,Z., Wahyuni,R.M., Gunawan,E., Soegijanto,S., Athiyyah,A.F., Sudarmo,S.M., Ranuh,R.G., Darma,A., Soetjipto, Juniastuti, Bawono,R.G., Matsui,C., Deng,L., Abe,T., Shimizu,H., Ishii,K., Katayama,K., Lusida,M.I., Shoji,I., Soetjipto,S., Juniastuti,J., Liang,Y.",2020-12-25,,Rotavirus A,326,VP7 protein,Indonesia,,Homo sapiens,,2018
QPT55006,Rotavirus A,GenBank,,MT364873,"Charoenkul,K., Janetanakit,T., Bunpapong,N., Boonyapisitsopa,S., Tangwangvivat,R., Suwannakarn,K., Theamboonlers,A., Poovorawan,Y., Amonsin,A.",2020-12-19,,Rotavirus A,326,VP7,Thailand,,Canis lupus familiaris,feces,2019
BCM78545,Bovine rotavirus A,GenBank,,LC590984,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BCM78547,Bovine rotavirus A,GenBank,,LC590986,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-02
BCM78549,Bovine rotavirus A,GenBank,,LC590988,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BCM78551,Bovine rotavirus A,GenBank,,LC590990,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BCM78553,Bovine rotavirus A,GenBank,,LC590992,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-01
BCM78555,Bovine rotavirus A,GenBank,,LC590994,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-02
BCM78557,Bovine rotavirus A,GenBank,,LC590996,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-02
BCM78559,Bovine rotavirus A,GenBank,,LC590998,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-01
BCM78561,Bovine rotavirus A,GenBank,,LC591000,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-01
BCM78565,Bovine rotavirus A,GenBank,,LC591004,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-02
BCM78567,Bovine rotavirus A,GenBank,,LC591006,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-02
BCM78569,Bovine rotavirus A,GenBank,,LC591008,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-03
BCM78573,Bovine rotavirus A,GenBank,,LC591012,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-03
BCM78574,Bovine rotavirus A,GenBank,,LC591013,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-03
BCM78576,Bovine rotavirus A,GenBank,,LC591015,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-04
BCM78578,Bovine rotavirus A,GenBank,,LC591017,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-04
BCM78580,Bovine rotavirus A,GenBank,,LC591019,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-04
BCM78582,Bovine rotavirus A,GenBank,,LC591021,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-05
BCM78584,Bovine rotavirus A,GenBank,,LC591023,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-05
BCM78585,Bovine rotavirus A,GenBank,,LC591024,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-05
BCM78587,Bovine rotavirus A,GenBank,,LC591026,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-07
BCM78589,Bovine rotavirus A,GenBank,,LC591028,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-07
BCM78591,Bovine rotavirus A,GenBank,,LC591030,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-07
BCM78593,Bovine rotavirus A,GenBank,,LC591032,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Fukushima,,Bos taurus,,2019-08
BCM78595,Bovine rotavirus A,GenBank,,LC591034,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Fukushima,,Bos taurus,,2019-08
BCM78597,Bovine rotavirus A,GenBank,,LC591036,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Fukushima,,Bos taurus,,2019-08
BCM78599,Bovine rotavirus A,GenBank,,LC591038,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Fukushima,,Bos taurus,,2019-08
BCM78601,Bovine rotavirus A,GenBank,,LC591040,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Fukushima,,Bos taurus,,2019-08
BCM78603,Bovine rotavirus A,GenBank,,LC591042,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-07
BCM78609,Bovine rotavirus A,GenBank,,LC591048,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-09
BCM78611,Bovine rotavirus A,GenBank,,LC591050,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-10
BCM78613,Bovine rotavirus A,GenBank,,LC591052,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-10
BCM78615,Bovine rotavirus A,GenBank,,LC591054,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-10
BCM78617,Bovine rotavirus A,GenBank,,LC591056,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-10
BCM78619,Bovine rotavirus A,GenBank,,LC591058,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-11
BCM78621,Bovine rotavirus A,GenBank,,LC591060,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2020-01
BCM78623,Bovine rotavirus A,GenBank,,LC591062,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2019-12
BCM78625,Bovine rotavirus A,GenBank,,LC591064,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2020-01
BCM78627,Bovine rotavirus A,GenBank,,LC591066,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2020-02
BCM78629,Bovine rotavirus A,GenBank,,LC591068,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2020-02
BCM78631,Bovine rotavirus A,GenBank,,LC591070,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2020-02
BCM78633,Bovine rotavirus A,GenBank,,LC591072,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Hokkaido,,Bos taurus,,2020-05
BCM78638,Bovine rotavirus A,GenBank,,LC591077,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Fukushima,,Bos taurus,,2020-03
BCM78641,Bovine rotavirus A,GenBank,,LC591080,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Miyazaki,,Bos taurus,,2020-02
BCM78643,Bovine rotavirus A,GenBank,,LC591082,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Miyazaki,,Bos taurus,,2020-02
BCM78645,Bovine rotavirus A,GenBank,,LC591084,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Kagoshima,,Bos taurus,,2020-03
BCM78647,Bovine rotavirus A,GenBank,,LC591086,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2019-12
BCM78650,Bovine rotavirus A,GenBank,,LC591089,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2020-04
BCM78652,Bovine rotavirus A,GenBank,,LC591091,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2020-04
BCM78654,Bovine rotavirus A,GenBank,,LC591093,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2020-04
BCM78656,Bovine rotavirus A,GenBank,,LC591095,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2020-04
BCM78657,Bovine rotavirus A,GenBank,,LC591096,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2020-04
BCM78659,Bovine rotavirus A,GenBank,,LC591098,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2020-04
BCM78661,Bovine rotavirus A,GenBank,,LC591100,"Odagiri,K., Yoshizawa,N., Sakihara,H., Umeda,K., Rahman,S., Nguyen,S.V., Suzuki,T.",2020-12-11,,Rotavirus A,326,outer capsid glycoprotein,Japan: Okayama,,Bos taurus,,2020-05
QPI71206,Rotavirus A,GenBank,,MT066207,"Eichwald,C., Bachofen,C., Fraefel,C.",2020-12-02,,Rotavirus A,326,Glycoprotein VP7,Switzerland,,,,2020
QPI69453,Rotavirus A,GenBank,,MN921193,"Degiuseppe,J.I., Stupka,J.A.",2020-11-30,RVA/Human-wt/ARG/Arg16571/2018/G8P[8],Rotavirus A,326,glycoprotein,Argentina,,Homo sapiens,feces,2018
QNL34819,Human rotavirus,GenBank,,MN837060,"Chansaenroj,J., Chuchaona,W., Lestari,F.B., Pasittungkul,S., Klinfueng,S., Wanlapakorn,N., Vongpunsawad,S., Chirathaworn,C., Poovorawan,Y.",2020-09-02,THA/B6282/2018_G3P[8],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-10-04
QNL34820,Human rotavirus,GenBank,,MN837061,"Chansaenroj,J., Chuchaona,W., Lestari,F.B., Pasittungkul,S., Klinfueng,S., Wanlapakorn,N., Vongpunsawad,S., Chirathaworn,C., Poovorawan,Y.",2020-09-02,THA/B6295/2018_G2P[8],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-10-12
QNL34821,Human rotavirus,GenBank,,MN837062,"Chansaenroj,J., Chuchaona,W., Lestari,F.B., Pasittungkul,S., Klinfueng,S., Wanlapakorn,N., Vongpunsawad,S., Chirathaworn,C., Poovorawan,Y.",2020-09-02,THA/B6303/2018_G3P[8],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-10-13
QNL34822,Human rotavirus,GenBank,,MN837063,"Chansaenroj,J., Chuchaona,W., Lestari,F.B., Pasittungkul,S., Klinfueng,S., Wanlapakorn,N., Vongpunsawad,S., Chirathaworn,C., Poovorawan,Y.",2020-09-02,THA/B6316/2018_G1P[6],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-10-26
QNL34823,Human rotavirus,GenBank,,MN837064,"Chansaenroj,J., Chuchaona,W., Lestari,F.B., Pasittungkul,S., Klinfueng,S., Wanlapakorn,N., Vongpunsawad,S., Chirathaworn,C., Poovorawan,Y.",2020-09-02,THA/B6329/2018_G1P[6],Human rotavirus,326,outer capsid glycoprotein VP7,Thailand,,Homo sapiens,,2018-10-31
QNL09614,Rotavirus A,GenBank,,MT382012,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,bNM1,Rotavirus A,326,outer capsid protein VP7,India,,Bubalus bubalis,,2020
QNL09615,Rotavirus A,GenBank,,MT382013,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,bNM2,Rotavirus A,326,outer capsid protein VP7,India,,Bubalus bubalis,,2020
QNL09617,Rotavirus A,GenBank,,MT382015,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,bWM1,Rotavirus A,326,outer capsid protein VP7,India,,Bubalus bubalis,,2020
QNL09618,Rotavirus A,GenBank,,MT382016,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,bWM2,Rotavirus A,326,outer capsid protein VP7,India,,Bubalus bubalis,,2020
QNL09619,Rotavirus A,GenBank,,MT382017,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,bMW1,Rotavirus A,326,outer capsid protein VP7,India,,Bubalus bubalis,,2020
QNL09620,Rotavirus A,GenBank,,MT382018,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,cNM1,Rotavirus A,326,outer capsid protein VP7,India,,Bos taurus,,2020
QNL09621,Rotavirus A,GenBank,,MT382019,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,cNM2,Rotavirus A,326,outer capsid protein VP7,India,,Bos taurus,,2020
QNL09623,Rotavirus A,GenBank,,MT382021,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,cWM1,Rotavirus A,326,outer capsid protein VP7,India,,Bos taurus,,2020
QNL09624,Rotavirus A,GenBank,,MT382022,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,cWM2,Rotavirus A,326,outer capsid protein VP7,India,,Bos taurus,,2020
QNL09625,Rotavirus A,GenBank,,MT382023,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,cMW1,Rotavirus A,326,outer capsid protein VP7,India,,Bos taurus,,2020
QNL09626,Rotavirus A,GenBank,,MT382024,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,hMW,Rotavirus A,326,outer capsid protein VP7,India,,Homo sapiens,,2020
QNL09628,Rotavirus A,GenBank,,MT382026,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,hNM1,Rotavirus A,326,outer capsid protein VP7,India,,Homo sapiens,,2020
QNL09629,Rotavirus A,GenBank,,MT382027,"Awandkar,S.P., Kulkarni,M.B., Deshmukh,S.S.",2020-08-31,hNM2,Rotavirus A,326,outer capsid protein VP7,India,,Homo sapiens,,2020
QNH82174,Rotavirus A,GenBank,,MT410478,"Phan,T.G.",2020-08-24,,Rotavirus A,326,VP7,Japan,,Homo sapiens,feces,2019
